GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "36000","New York",2,SAINC1,2,"...","Population (persons) 1/","Number of persons",12171000,12647000,12848000,13001000,13126000,13253000,13375000,13481000,13511000,13512000,13523000,13456000,13270000,13010000,12871000,12683000,12532000,13434000,13993000,14497000,14892000,14865000,14890000,15192000,15527000,15814000,15966000,16112000,16374000,16601000,16685000,16838000,17061000,17301000,17461000,17589000,17734000,17843000,17935000,18051000,18105000,18271605,18364865,18351767,18194767,18072768,18032254,17974654,17851507,17720421,17633646,17566754,17567731,17589737,17686907,17745676,17791678,17833421,17868844,17941309,17983084,18020784,18122510,18246653,18374954,18459470,18524104,18588460,18656546,18755906,18882725,19001780,19082838,19137800,19175939,19171567,19132610,19104631,19132335,19212436,19307066,19419964,19600908,19757479,19892169,20002008,20088855,20150838,20190489,20222664,20222325,20154933,19835913
 "36000","New York",2,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",1156,1042,889,686,634,688,732,819,848,801,837,883,1012,1191,1416,1569,1681,1725,1751,1783,1738,1868,2020,2075,2160,2190,2310,2432,2542,2608,2750,2847,2936,3055,3160,3351,3531,3768,4044,4435,4619,4920,5234,5603,6022,6533,7066,7510,8158,8949,9831,11001,12277,13327,14286,15749,16815,17915,19064,20827,22461,23990,23868,25061,25581,26259,27576,28936,30443,32040,33740,36090,37283,37088,37576,39329,40884,44128,47428,48184,47027,48768,50904,53102,53395,55290,57481,59280,63045,65097,67325,71449,76415
 "37000","North Carolina",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",1024.0,909.4,776.8,591.2,663.5,816.0,888.8,982.5,1086.2,1001.2,1096.6,1154.5,1545.2,2111.4,2597.7,2826.6,2941.9,3262.1,3414.3,3868.1,3826.1,4453.0,5012.6,5162.4,5371.5,5493.1,5953.8,6345.5,6387.0,6738.3,7217.1,7617.6,8064.4,8661.2,9109.7,9868.3,10671.1,11855.1,12817.2,14135.7,15858.1,17320.4,18856.8,21319.0,24174.5,26653.9,28942.8,32132.3,35208.1,39736.2,43908.3,49247.0,55496.7,59420.1,64644.5,73126.2,79020.2,85194.5,91884.5,100589.5,109693.1,116522.5,121893.3,132674.9,141458.3,150582.6,161486.7,172816.7,185687.9,198667.1,208586.3,222325.8,228555.9,231900.3,241851.1,262024.3,281572.1,306618.1,330170.3,352222.3,339555.6,343348.3,355826.6,380160.6,376392.4,398099.5,419334.3,432626.2,453097.7,475483.3,500496.9,533269.3,580767.3
 "37000","North Carolina",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",3133000,3167000,3184000,3227000,3268000,3304000,3323000,3346000,3385000,3440000,3514000,3574000,3596000,3590000,3641000,3632000,3523000,3727000,3772000,3837000,3911000,4068000,4120000,4109000,4120000,4131000,4242000,4309000,4368000,4376000,4458000,4573000,4663000,4707000,4742000,4802000,4863000,4896000,4952000,5004000,5031000,5099150,5200760,5296085,5382441,5461112,5535097,5593463,5668494,5740286,5801563,5898980,5956653,6019108,6077059,6164004,6253957,6321576,6403693,6480591,6565462,6664016,6784280,6897214,7042818,7187398,7344674,7500670,7656825,7809121,7949361,8081614,8210122,8326201,8422501,8553152,8705407,8917270,9118037,9309449,9449566,9571353,9642580,9722105,9803434,9880220,9966060,10076064,10175266,10275806,10370550,10457177,10551162
 "37000","North Carolina",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",327,287,244,183,203,247,267,294,321,291,312,323,430,588,713,778,835,875,905,1008,978,1095,1217,1256,1304,1330,1404,1473,1462,1540,1619,1666,1729,1840,1921,2055,2194,2421,2588,2825,3152,3397,3626,4025,4491,4881,5229,5745,6211,6922,7568,8348,9317,9872,10637,11863,12635,13477,14349,15522,16708,17485,17967,19236,20085,20951,21987,23040,24251,25440,26239,27510,27838,27852,28715,30635,32345,34385,36211,37835,35933,35872,36902,39103,38394,40293,42076,42936,44529,46272,48261,50996,55043
 "38000","North Dakota",4,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",254.0,210.1,132.3,120.3,101.7,123.9,181.3,158.0,212.2,182.6,203.7,225.0,320.4,383.8,523.7,544.8,563.9,615.1,847.7,847.7,734.7,859.4,894.2,821.3,835.6,859.6,949.3,989.9,1017.4,1170.4,1085.6,1210.3,1109.2,1554.9,1448.2,1440.7,1677.2,1697.1,1699.1,1778.3,1990.6,2102.4,2424.2,2887.4,4036.8,3998.2,4181.5,4101.9,4261.1,5357.9,5507.4,5269.9,6899.4,7453.2,7831.1,8458.3,8740.9,8869.9,9133.1,8466.6,9482.7,10256.6,10388.1,11391.7,11547.5,12547.6,12570.6,14065.7,13771.1,15077.6,15272.3,16623.2,16961.2,17369.5,18958.8,19410.3,20653.4,21662.9,23964.5,27009.4,26739.8,29880.8,33666.0,39796.2,39933.5,42819.6,41178.9,39765.8,40215.8,42821.9,44420.2,47089.3,50793.1
 "38000","North Dakota",4,SAINC1,2,"...","Population (persons) 1/","Number of persons",674000,682000,680000,676000,674000,672000,670000,664000,655000,647000,644000,640000,615000,583000,546000,534000,544000,570000,578000,580000,597000,619000,604000,608000,609000,611000,615000,613000,612000,606000,618000,634000,641000,637000,644000,649000,649000,647000,626000,621000,621000,618851,626659,630937,632411,634212,638469,645293,649168,650648,652152,654380,659504,668972,676687,680499,676979,669513,661141,655330,646351,637685,635753,638223,641216,644804,647832,650382,649716,647532,644259,642023,639062,638168,638817,644705,646089,649422,652822,657569,664968,675054,687065,705071,727382,744395,762693,764650,766673,771407,776516,778962,774948
 "38000","North Dakota",4,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",377,308,195,178,151,184,271,238,324,282,316,352,521,658,959,1020,1037,1079,1467,1462,1231,1388,1480,1351,1372,1407,1544,1615,1662,1931,1757,1909,1730,2441,2249,2220,2584,2623,2714,2864,3205,3397,3868,4576,6383,6304,6549,6357,6564,8235,8445,8053,10462,11141,11573,12429,12912,13248,13814,12920,14671,16084,16340,17849,18009,19460,19404,21627,21196,23285,23705,25892,26541,27218,29678,30107,31967,33357,36709,41075,40212,44264,49000,56443,54900,57523,53991,52005,52455,55511,57205,60451,65544
 "39000","Ohio",3,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",5113.9,4421.8,3772.0,2704.2,2608.5,3083.1,3520.0,4060.5,4434.3,3864.9,4268.3,4600.5,5759.0,7190.4,8740.5,9212.6,9414.6,9952.6,10873.5,12137.5,11610.5,12855.1,14837.9,15911.7,17450.0,17513.2,18913.7,20191.2,21231.9,21063.0,22540.2,23455.4,23909.9,25206.8,26265.4,28027.9,30301.8,33056.9,34629.9,38206.8,41801.0,44141.9,46980.4,50967.9,56552.4,61925.2,66162.2,72597.5,80397.2,88854.7,98136.0,107184.5,116652.4,122081.5,129132.5,142661.1,151425.6,158493.0,166090.3,178267.5,191708.3,202979.6,207676.9,221201.4,230366.4,243306.8,255101.1,267147.2,282809.0,299095.8,308329.3,324977.5,333912.2,338738.3,348858.5,362572.6,373789.4,392816.9,409745.8,424081.9,412219.0,425361.8,453595.4,471703.9,479088.7,498894.6,518826.8,529069.6,548272.7,569766.1,587177.3,627231.3,665374.4
 "39000","Ohio",3,SAINC1,2,"...","Population (persons) 1/","Number of persons",6626000,6662000,6694000,6717000,6740000,6751000,6787000,6801000,6809000,6837000,6886000,6929000,6958000,6970000,6866000,6928000,6915000,7516000,7705000,7876000,7973000,7980000,8061000,8275000,8591000,8873000,9017000,9207000,9410000,9599000,9671000,9734000,9854000,9929000,9986000,10080000,10201000,10330000,10414000,10516000,10563000,10668839,10734782,10746920,10767205,10765613,10770498,10752731,10771232,10795431,10798562,10800650,10788336,10757085,10737631,10737743,10734926,10730272,10760081,10798554,10829216,10864162,10945762,11029431,11101140,11152454,11202751,11242827,11277357,11311536,11335454,11363543,11387404,11407889,11434788,11452251,11463320,11481213,11500468,11515391,11528896,11541886,11557958,11573024,11611630,11648446,11674128,11701886,11737605,11762842,11788547,11790587,11780017
 "39000","Ohio",3,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",772,664,563,403,387,457,519,597,651,565,620,664,828,1032,1273,1330,1361,1324,1411,1541,1456,1611,1841,1923,2031,1974,2098,2193,2256,2194,2331,2410,2426,2539,2630,2781,2970,3200,3325,3633,3957,4137,4376,4743,5252,5752,6143,6752,7464,8231,9088,9924,10813,11349,12026,13286,14106,14771,15436,16508,17703,18683,18973,20056,20752,21816,22771,23762,25078,26442,27200,28598,29323,29693,30509,31660,32607,34214,35629,36827,35755,36854,39245,40759,41259,42829,44442,45212,46711,48438,49809,53198,56483
 "40000","Oklahoma",6,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",1065.6,876.0,706.3,511.4,525.5,598.9,707.4,761.9,874.5,802.8,811.9,869.2,986.4,1423.4,1766.6,1983.3,2002.3,2046.2,2199.4,2390.6,2484.8,2593.9,2915.6,3192.0,3312.3,3322.5,3510.1,3732.4,3905.3,4208.2,4392.3,4611.8,4774.2,4985.2,5151.2,5519.0,5913.4,6343.0,6929.4,7589.4,8454.8,9325.6,10163.6,11153.4,12652.9,14079.6,15735.7,17348.7,19295.9,21896.0,25414.8,29278.8,34204.1,38175.8,39077.2,41927.0,43605.5,43881.5,43753.6,45620.3,48521.2,51121.3,52677.5,56033.9,58247.0,60818.0,63426.7,67223.0,71074.7,74933.7,77034.2,83519.2,88786.3,90797.9,95327.6,103161.6,113042.8,125269.2,129786.5,144283.1,133523.6,140140.3,150709.9,161128.4,169382.6,180469.0,175134.0,166547.7,174240.3,182574.3,191366.8,198552.1,211912.9
 "40000","Oklahoma",6,SAINC1,2,"...","Population (persons) 1/","Number of persons",2372000,2401000,2403000,2394000,2392000,2391000,2386000,2365000,2334000,2324000,2333000,2325000,2262000,2228000,2203000,2056000,2025000,2131000,2133000,2089000,2105000,2229000,2210000,2219000,2182000,2209000,2250000,2273000,2282000,2267000,2289000,2336000,2380000,2427000,2439000,2446000,2440000,2454000,2489000,2503000,2535000,2566485,2617944,2657448,2694182,2732454,2771858,2823396,2865935,2913056,2970080,3040758,3096159,3206129,3290404,3285535,3271333,3252735,3210124,3167064,3150304,3148825,3175440,3220517,3252285,3280940,3308208,3340129,3372917,3405194,3437147,3454365,3467100,3489080,3504892,3525233,3548597,3594090,3634349,3668976,3717572,3759581,3786640,3815353,3848112,3871583,3901051,3916821,3920455,3928494,3943796,3962031,3986639
 "40000","Oklahoma",6,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",449,365,294,214,220,250,296,322,375,345,348,374,436,639,802,965,989,960,1031,1144,1180,1164,1319,1438,1518,1504,1560,1642,1711,1856,1919,1974,2006,2054,2112,2256,2424,2585,2784,3032,3335,3634,3882,4197,4696,5153,5677,6145,6733,7517,8557,9629,11047,11907,11876,12761,13330,13491,13630,14405,15402,16235,16589,17399,17910,18537,19173,20126,21072,22006,22412,24178,25608,26023,27198,29264,31856,34854,35711,39325,35917,37276,39800,42232,44017,46614,44894,42521,44444,46474,48524,50114,53156
 "41000","Oregon",8,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",630.4,578.3,486.4,366.8,349.3,430.2,459.9,560.2,582.7,566.7,616.8,663.8,880.4,1277.4,1723.3,1751.2,1728.6,1865.8,2066.7,2355.5,2348.7,2596.9,2918.6,3102.0,3159.4,3136.5,3397.3,3643.9,3651.9,3748.6,4053.7,4191.8,4350.8,4621.5,4866.7,5236.3,5680.9,6118.4,6487.2,7062.6,7832.2,8537.1,9382.8,10511.4,11845.4,13431.8,14919.7,16821.7,18812.4,21563.4,24392.3,27030.4,29169.6,30006.2,31906.1,34585.0,36320.8,38221.7,40194.5,43775.8,48095.1,51940.7,54674.3,58477.0,62590.8,67029.8,72165.9,77845.0,82657.4,87241.0,90337.0,97354.7,99975.9,101008.6,104740.8,110638.8,116691.6,127440.2,133555.6,139412.2,134493.3,138291.6,145596.1,153548.0,156130.0,167077.3,179600.2,188283.3,198995.7,211414.6,221186.4,238847.1,257641.2
 "41000","Oregon",8,SAINC1,2,"...","Population (persons) 1/","Number of persons",947000,956000,966000,972000,978000,985000,1001000,1025000,1048000,1067000,1081000,1086000,1070000,1128000,1228000,1249000,1260000,1342000,1364000,1405000,1431000,1532000,1556000,1582000,1601000,1626000,1659000,1698000,1712000,1718000,1746000,1772000,1787000,1818000,1853000,1888000,1937000,1969000,1979000,2004000,2062000,2100388,2149890,2195219,2238878,2280956,2324622,2372155,2439355,2509609,2578312,2641218,2667985,2664919,2653071,2666589,2672648,2683526,2700996,2741297,2790579,2860375,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837611,3872655,3900071,3924064,3965387,4018466,4093179,4147186,4183414,4215976,4241544,4246155
 "41000","Oregon",8,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",666,605,504,377,357,437,459,547,556,531,571,611,823,1132,1403,1402,1372,1390,1515,1676,1641,1695,1876,1961,1973,1929,2048,2146,2133,2182,2322,2366,2435,2542,2626,2773,2933,3107,3278,3524,3798,4065,4364,4788,5291,5889,6418,7091,7712,8592,9461,10234,10933,11260,12026,12970,13590,14243,14881,15969,17235,18159,18670,19546,20452,21475,22663,23974,25015,26023,26617,28386,28829,28749,29526,30996,32296,34716,35879,36992,35313,36036,37596,39371,39788,42134,44694,45999,47983,50536,52464,56311,60676
 "42000","Pennsylvania",2,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",7545.0,6915.9,5869.1,4442.9,4137.0,4770.6,5120.2,5937.4,6299.4,5674.8,6028.8,6518.9,7793.6,9375.2,11014.1,11762.5,11983.0,12895.7,14060.4,14779.8,14575.5,16307.3,17977.8,18876.1,20291.8,19846.0,21033.3,22725.6,23920.4,24046.8,25239.8,26118.7,26685.5,27845.4,28908.3,30915.2,33158.5,35757.2,38299.2,41637.9,45346.1,48843.7,51835.5,56579.8,62032.9,68133.2,74472.7,81283.2,89174.1,98272.0,108706.1,119088.4,131482.1,140474.1,147180.8,158975.3,168415.8,177108.1,187611.1,203157.6,220029.7,232898.7,242566.3,256051.9,265789.4,275144.9,287676.4,302375.6,317520.1,334742.5,349385.3,373971.6,389069.8,396229.2,410471.3,434175.9,453298.2,476775.1,506789.7,526290.3,513386.3,537282.2,564695.4,587666.0,593682.1,619079.4,643988.1,661160.1,679620.2,716336.5,737160.9,788725.2,830397.4
 "42000","Pennsylvania",2,SAINC1,2,"...","Population (persons) 1/","Number of persons",9723000,9649000,9707000,9764000,9784000,9795000,9774000,9767000,9790000,9952000,9901000,9896000,9918000,9714000,9424000,9247000,9180000,9880000,10201000,10287000,10390000,10507000,10461000,10503000,10662000,10817000,10939000,10972000,10954000,11058000,11234000,11329000,11392000,11355000,11424000,11519000,11620000,11664000,11681000,11741000,11741000,11811561,11884354,11904541,11885202,11863936,11897778,11887478,11881857,11864774,11873563,11868305,11858569,11845146,11837726,11815175,11770865,11782754,11810869,11845755,11865992,11903299,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12716521,12772774,12815609,12846775,12880463,12898688,12918191,12945337,12980864,12991448,12989625,12964056
 "42000","Pennsylvania",2,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",776,717,605,455,423,487,524,608,643,570,609,659,786,965,1169,1272,1305,1305,1378,1437,1403,1552,1719,1797,1903,1835,1923,2071,2184,2175,2247,2305,2342,2452,2530,2684,2854,3066,3279,3546,3862,4135,4362,4753,5219,5743,6259,6838,7505,8283,9155,10034,11088,11859,12433,13455,14308,15031,15885,17150,18543,19566,20244,21250,21930,22616,23583,24743,25967,27336,28489,30443,31634,32133,33170,34984,36410,38109,40337,41728,40530,42251,44211,45855,46213,48063,49927,51181,52499,55184,56742,60720,64054
 "44000","Rhode Island",1,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",602.8,545.2,489.1,395.1,383.8,411.0,444.0,494.8,514.9,474.3,513.1,551.3,712.9,925.3,1081.8,1109.9,1109.5,1110.2,1166.7,1155.2,1132.3,1258.6,1394.7,1471.3,1573.3,1576.1,1679.1,1748.4,1795.3,1885.2,1985.6,2015.7,2107.9,2266.9,2368.1,2521.8,2722.8,2973.2,3223.2,3522.1,3741.8,4093.0,4336.6,4722.0,5044.6,5288.9,5742.4,6272.4,6864.9,7531.2,8363.2,9390.6,10463.8,11271.0,12185.4,13381.3,14413.8,15452.7,16547.2,18239.3,19852.5,20438.1,20636.1,21597.1,22514.8,23091.0,24324.3,25172.1,26633.8,28410.0,29647.4,31946.5,33633.3,34972.6,36747.8,38606.4,39495.5,41490.7,43237.9,43928.6,42788.7,45116.2,46793.7,48501.7,48544.7,50646.2,52447.6,53229.7,55301.0,57371.8,59908.9,64299.9,67864.6
 "44000","Rhode Island",1,SAINC1,2,"...","Population (persons) 1/","Number of persons",684000,686000,681000,677000,675000,675000,678000,686000,694000,694000,701000,719000,744000,778000,868000,846000,842000,790000,784000,787000,801000,786000,784000,802000,815000,816000,823000,840000,851000,858000,857000,855000,858000,871000,876000,885000,893000,899000,909000,922000,932000,950561,963974,976365,978010,953503,946339,950321,955128,957237,956643,948773,953012,954170,956382,961895,968956,977340,989605,996407,1000666,1005995,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1054954,1058647,1063602,1068168,1073041,1077348,1082251,1084914,1091751,1094524,1096229,1095610
 "44000","Rhode Island",1,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",881,795,718,584,569,609,655,721,742,683,732,767,958,1189,1246,1312,1318,1405,1488,1468,1414,1601,1779,1835,1930,1931,2040,2081,2110,2197,2317,2358,2457,2603,2703,2849,3049,3307,3546,3820,4015,4306,4499,4836,5158,5547,6068,6600,7187,7868,8742,9898,10980,11812,12741,13911,14876,15811,16721,18305,19839,20316,20419,21329,22180,22728,23918,24657,25975,27552,28496,30417,31815,32807,34301,35927,36984,39028,40894,41638,40610,42766,44201,45601,45447,47199,48682,49184,50973,52550,54735,58656,61942
 "45000","South Carolina",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",464.7,417.2,355.8,273.5,301.7,364.6,402.8,456.0,488.7,455.7,514.5,597.9,814.3,1170.3,1332.6,1468.8,1482.6,1538.5,1602.9,1848.7,1795.0,1992.4,2509.1,2696.2,2778.2,2633.6,2798.1,2910.7,3041.1,3150.8,3400.1,3570.1,3748.4,4018.4,4252.0,4567.3,5047.7,5672.0,6120.6,6796.3,7604.4,8380.4,9180.9,10308.9,11692.3,13234.6,14394.3,16096.3,17592.5,19879.1,22283.5,24966.9,28120.4,29894.4,32447.3,36183.2,38709.7,41372.2,44371.6,48237.2,52509.2,56399.8,58892.8,62693.5,65908.0,69909.2,74092.1,78791.9,83865.3,89931.9,94453.8,101138.9,104620.9,107551.6,111359.6,117847.3,125049.5,135022.4,143997.2,150518.0,146919.5,152230.5,160767.4,169185.2,171617.2,182832.6,194364.1,202215.4,212626.3,222564.7,234443.7,250573.6,270299.2
 "45000","South Carolina",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",1739000,1745000,1753000,1748000,1752000,1760000,1769000,1781000,1802000,1834000,1872000,1902000,1963000,2017000,1974000,1950000,1921000,1944000,1996000,1996000,2029000,2113000,2167000,2178000,2181000,2176000,2200000,2229000,2274000,2304000,2348000,2392000,2409000,2423000,2460000,2475000,2494000,2520000,2533000,2559000,2570000,2598210,2661836,2718404,2775442,2843199,2900158,2941407,2988979,3041068,3086885,3134502,3179255,3207611,3234068,3271864,3303211,3342759,3380507,3412097,3456777,3501155,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4633890,4662785,4701074,4740306,4792246,4852678,4910768,4965753,5021059,5077543,5130729,5190705
 "45000","South Carolina",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",267,239,203,156,172,207,228,256,271,248,275,314,415,580,675,753,772,791,803,926,885,943,1158,1238,1274,1210,1272,1306,1337,1368,1448,1493,1556,1658,1728,1845,2024,2251,2416,2656,2959,3225,3449,3792,4213,4655,4963,5472,5886,6537,7219,7965,8845,9320,10033,11059,11719,12377,13126,14137,15190,16109,16495,17316,17991,18867,19765,20755,21728,22946,23764,25133,25737,26182,26832,27986,29285,30984,32402,33234,32010,32852,34479,35989,36204,38152,40053,41178,42819,44326,46173,48838,52074
 "46000","South Dakota",4,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",286.2,247.3,167.8,130.9,93.9,129.3,205.6,164.9,210.5,205.8,219.9,228.9,288.0,450.8,500.9,548.6,620.8,659.3,752.2,920.1,707.6,850.2,995.7,883.5,960.8,988.1,922.3,987.4,1156.9,1188.0,1080.9,1324.8,1333.0,1518.9,1473.1,1445.2,1625.9,1758.0,1786.1,1914.3,2076.4,2257.4,2473.1,2855.4,3605.3,3612.0,3972.0,3932.8,4462.6,5142.5,5664.9,5712.8,6651.8,7010.2,7270.6,8272.3,8480.6,8847.5,9335.7,9747.5,10492.4,11484.6,11966.6,12941.8,13531.0,14587.9,14883.5,16445.0,16805.8,18111.9,18990.0,20275.5,20953.8,20955.1,22890.3,24671.7,26202.3,27640.3,30673.9,32898.7,31893.7,33804.0,36842.8,37844.2,38365.9,40252.3,41912.7,42336.8,43813.0,46032.0,48547.8,52920.7,57949.0
 "46000","South Dakota",4,SAINC1,2,"...","Population (persons) 1/","Number of persons",690000,693000,694000,692000,690000,682000,674000,666000,656000,649000,645000,641000,613000,597000,587000,562000,573000,588000,600000,612000,631000,655000,655000,651000,648000,655000,663000,670000,666000,656000,667000,683000,693000,705000,708000,701000,692000,683000,671000,669000,668000,666641,671382,677389,678939,679877,681420,686843,688992,689293,689018,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816078,823160,832800,841206,847634,852134,860650,870163,875300,882507,887099,895376
 "46000","South Dakota",4,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",415,357,242,189,136,190,305,248,321,317,341,357,470,755,853,976,1083,1121,1254,1503,1121,1298,1520,1357,1483,1509,1391,1474,1737,1811,1621,1940,1924,2154,2081,2062,2350,2574,2662,2861,3108,3386,3684,4215,5310,5313,5829,5726,6477,7460,8222,8269,9646,10151,10491,11864,12143,12711,13413,13962,15060,16475,17006,18156,18737,19962,20169,22157,22582,24277,25306,26825,27645,27572,29972,32025,33788,35299,38748,41168,39518,41423,44758,45442,45608,47488,49186,49192,50350,52590,55011,59656,64720
 "47000","Tennessee",5,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",971.2,841.9,724.9,526.2,552.6,674.5,735.1,844.4,927.9,840.9,891.1,994.8,1311.2,1684.7,2189.4,2528.3,2662.4,2708.3,2839.5,3118.1,3104.1,3448.3,3844.1,4021.5,4313.6,4368.1,4612.1,4945.7,5175.1,5389.6,5775.7,5931.0,6277.8,6667.6,7071.8,7604.2,8286.5,9123.2,9769.9,10893.8,11815.6,12849.4,14188.1,15970.6,18141.7,20073.6,21893.6,24519.7,27175.8,30979.3,34543.7,38078.0,42383.3,45046.2,48057.1,53481.4,57207.5,61216.4,65941.0,71646.0,76927.8,81783.9,86008.9,94052.9,100091.8,106496.6,114364.9,120799.0,127953.0,139897.2,145517.2,154378.5,158384.6,162942.4,170160.3,180115.4,189003.8,201325.2,210986.9,219027.3,217218.6,227883.0,241617.6,254470.6,256753.8,267288.7,281281.1,290239.9,303062.7,319949.3,334750.2,351546.3,382748.6
 "47000","Tennessee",5,SAINC1,2,"...","Population (persons) 1/","Number of persons",2604000,2619000,2657000,2711000,2747000,2784000,2798000,2791000,2795000,2821000,2874000,2935000,2976000,2953000,2939000,2877000,2875000,3077000,3168000,3216000,3236000,3315000,3372000,3352000,3319000,3359000,3415000,3415000,3434000,3471000,3522000,3575000,3622000,3673000,3718000,3771000,3798000,3822000,3859000,3878000,3897000,3936975,4010238,4088445,4138417,4201621,4260829,4329160,4401939,4461639,4533297,4600252,4627662,4646043,4659757,4686743,4715292,4738708,4782939,4822438,4854432,4894492,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6356320,6404344,6463111,6507640,6558710,6612901,6672356,6739437,6806545,6862378,6920119,6975218
 "47000","Tennessee",5,SAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",373,321,273,194,201,242,263,303,332,298,310,339,441,570,745,879,926,880,896,970,959,1040,1140,1200,1300,1300,1351,1448,1507,1553,1640,1659,1733,1815,1902,2016,2182,2387,2532,2809,3032,3264,3538,3906,4384,4778,5138,5664,6174,6943,7620,8277,9159,9696,10313,11411,12132,12918,13787,14857,15847,16709,17318,18625,19482,20357,21469,22301,23267,25116,25807,27066,27541,28113,29098,30472,31548,33065,34164,35059,34446,35851,37727,39373,39454,40753,42535,43499,44969,47006,48781,50801,54873
 "48000","Texas",6,SAINC1,1,"...","Personal income (millions of dollars)","Millions of dollars",2728.7,2381.2,2038.5,1560.7,1530.0,1763.9,1989.8,2301.7,2613.6,2545.6,2653.3,2817.3,3553.7,5023.5,6739.0,7329.1,7380.7,7637.2,8518.1,9312.5,10054.4,10827.6,12357.8,13356.1,13679.2,14086.2,15169.9,16223.5,17355.1,17896.0,18929.4,19437.8,20546.0,21582.3,22539.1,24171.3,26016.7,28468.5,31101.0,34653.9,38575.0,42497.0,46116.2,51173.4,58113.0,65532.3,74746.7,84227.6,93978.6,108293.3,124677.5,143140.3,168292.4,185542.6,198083.6,216833.9,233562.0,238934.1,243559.4,258240.4,275917.1,297726.3,311370.4,336646.0,356399.2,376613.6,402805.3,433164.9,472178.4,515146.6,545418.2,594466.0,631990.8,640381.6,665861.1,698584.4,757968.6,832292.1,883810.4,971051.2,924343.9,985165.1,1077403.3,1152725.2,1184840.5,1274636.9,1300510.1,1296480.8,1387824.3,1483121.6,1544020.7,1618635.1,1762054.9
 "48000","Texas",6,SAINC1,2,"...","Population (persons) 1/","Number of persons",5762000,5844000,5907000,5961000,6014000,6053000,6123000,6192000,6250000,6301000,6360000,6425000,6599000,6770000,6944000,6861000,6822000,7199000,7384000,7626000,7623000,7776000,8111000,8314000,8336000,8382000,8660000,8830000,9070000,9252000,9405000,9624000,9820000,10053000,10159000,10270000,10378000,10492000,10599000,10819000,11045000,11236772,11509640,11758760,12018970,12267865,12568182,12903268,13191790,13497726,13887312,14338208,14746318,15331408,15751674,16007088,16272722,16561103,16621767,16667040,16806729,17056755,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25238863,25630063,26055816,26438164,26907878,27399070,27830020,28192251,28510878,28857754,29217653,29527941
